company¬,country¬,director¬,genre¬,name¬,rating¬,runtime¬,writer¬,year¬,,,
Exclusive Media Group¬,USA¬,David Ayer¬,Action¬,End of Watch¬,R¬,109¬,David Ayer¬,2012¬,,,
Fox 2000 Pictures¬,USA¬,Ang Lee¬,Adventure¬,Life of Pi¬,PG¬,127¬,Yann Martel¬,2012¬,,,
Columbia Pictures¬,USA¬,Genndy Tartakovsky¬,Animation¬,Hotel Transylvania¬,PG¬,91¬,Peter Baynham¬,2012¬,,,
Overbrook Entertainment¬,USA¬,McG¬,Action¬,This Means War¬,PG-13¬,97¬,Timothy Dowling¬,2012¬,,,
Columbia Pictures¬,USA¬,Sean Anders¬,Comedy¬,That's My Boy¬,R¬,116¬,David Caspe¬,2012¬,,,
Screen Gems¬,USA¬,Michael Sucsy¬,Drama¬,The Vow¬,PG-13¬,104¬,Abby Kohn¬,2012¬,,,
Green Hat Films¬,USA¬,Nima Nourizadeh¬,Comedy¬,Project X¬,R¬,88¬,Matt Drake¬,2012¬,,,
Total Recall¬,USA¬,Len Wiseman¬,Action¬,Total Recall¬,PG-13¬,118¬,Kurt Wimmer¬,2012¬,,,
Ixtlan¬,USA¬,Oliver Stone¬,Crime¬,Savages¬,R¬,131¬,Shane Salerno¬,2012¬,,,
Paramount Pictures¬,USA¬,Larry Charles¬,Comedy¬,The Dictator¬,R¬,83¬,Sacha Baron Cohen¬,2012¬,,,
CBS Films¬,UK¬,Martin McDonagh¬,Comedy¬,Seven Psychopaths¬,R¬,110¬,Martin McDonagh¬,2012¬,,,
Samuel Goldwyn Films¬,USA¬,Jon Kasdan¬,Comedy¬,The First Time¬,PG-13¬,95¬,Jon Kasdan¬,2012¬,,,
Apatow Productions¬,USA¬,Judd Apatow¬,Comedy¬,This Is 40¬,R¬,134¬,Judd Apatow¬,2012¬,,,
Warner Bros.¬,USA¬,Scott Hicks¬,Drama¬,The Lucky One¬,PG-13¬,101¬,Will Fetters¬,2012¬,,,
DreamWorks Animation¬,USA¬,Peter Ramsey¬,Animation¬,Rise of the Guardians¬,PG¬,97¬,David Lindsay-Abaire¬,2012¬,,,
Warner Bros.¬,Spain¬,Jonathan Liebesman¬,Action¬,Furia de Titanes 2¬,PG-13¬,99¬,Dan Mazeau¬,2012¬,,,
New Line Cinema¬,USA¬,Brad Peyton¬,Action¬,Journey 2: The Mysterious Island¬,PG¬,94¬,Brian Gunn¬,2012¬,,,
Davis-Films¬,Canada¬,Michael J. Bassett¬,Adventure¬,Terror en Silent Hill 2: la revelaci�n¬,R¬,95¬,Michael J. Bassett¬,2012¬,,,
Universal Pictures¬,South Africa¬,Daniel Espinosa¬,Action¬,Protegiendo al enemigo¬,R¬,115¬,David Guggenheim¬,2012¬,,,
Fox Searchlight Pictures¬,USA¬,Jonathan Dayton¬,Comedy¬,Ruby Sparks¬,R¬,100¬,Zoe Kazan¬,2012¬,,,
Lionsgate¬,USA¬,Jeff Nichols¬,Drama¬,Mud¬,PG-13¬,130¬,Jeff Nichols¬,2012¬,,,
Screen Gems¬,USA¬,M�ns M�rlind¬,Action¬,Underworld Awakening¬,R¬,88¬,Len Wiseman¬,2012¬,,,
Millennium Films¬,USA¬,Simon West¬,Action¬,The Expendables 2¬,R¬,103¬,Richard Wenk¬,2012¬,,,
Constantin Film International¬,Germany¬,Paul W.S. Anderson¬,Action¬,Resident Evil: Retribution¬,R¬,95¬,Paul W.S. Anderson¬,2012¬,,,
Informant Media¬,USA¬,Josh Boone¬,Comedy¬,Stuck in Love¬,R¬,97¬,Josh Boone¬,2012¬,,,
Lionsgate¬,USA¬,Kirk Jones¬,Comedy¬,What to Expect When You're Expecting¬,PG-13¬,110¬,Shauna Cross¬,2012¬,,,
EuropaCorp¬,France¬,Olivier Megaton¬,Action¬,B�squeda implacable 2¬,PG-13¬,92¬,Luc Besson¬,2012¬,,,
Gary Sanchez Productions¬,USA¬,Leslye Headland¬,Comedy¬,Bachelorette¬,R¬,87¬,Leslye Headland¬,2012¬,,,
Twentieth Century Fox Film Corporation¬,USA¬,Josh Trank¬,Sci-Fi¬,Chronicle¬,PG-13¬,89¬,Max Landis¬,2012¬,,,
Cross Creek Pictures¬,UK¬,James Watkins¬,Drama¬,The Woman in Black¬,PG-13¬,95¬,Susan Hill¬,2012¬,,,
Universal Pictures¬,USA¬,Nicholas Stoller¬,Comedy¬,The Five-Year Engagement¬,R¬,124¬,Jason Segel¬,2012¬,,,
8383 Productions¬,USA¬,Matt Bettinelli-Olpin¬,Horror¬,V¬,H¬,R¬,Calvin Reeder¬,48578¬,Brad Miska¬,2012¬,
Arcade Pictures¬,USA¬,RZA¬,Action¬,The Man with the Iron Fists¬,R¬,95¬,RZA¬,2012¬,,,
Abraham Productions¬,USA¬,Timur Bekmambetov¬,Action¬,Abraham Lincoln: Vampire Hunter¬,R¬,105¬,Seth Grahame-Smith¬,2012¬,,,
Summit Entertainment¬,USA¬,Mabrouk El Mechri¬,Action¬,The Cold Light of Day¬,PG-13¬,93¬,Scott Wiper¬,2012¬,,,
Relativity Media¬,Canada¬,Mark Tonderai¬,Drama¬,House at the End of the Street¬,PG-13¬,101¬,David Loucka¬,2012¬,,,
MK2 Productions¬,France¬,Walter Salles¬,Adventure¬,On the Road¬,R¬,124¬,Jack Kerouac¬,2012¬,,,
Also Known As Pictures¬,USA¬,Brian Klugman¬,Drama¬,The Words¬,PG-13¬,102¬,Brian Klugman¬,2012¬,,,
FilmDistrict¬,USA¬,Dan Bradley¬,Action¬,Red Dawn¬,PG-13¬,93¬,Carl Ellsworth¬,2012¬,,,
Bleiberg Entertainment¬,USA¬,Ariel Vromen¬,Action¬,The Iceman¬,R¬,106¬,Morgan Land¬,2012¬,,,
Universal Pictures¬,USA¬,Chris Renaud¬,Animation¬,The Lorax¬,PG¬,86¬,Dr. Seuss¬,2012¬,,,
Intrepid Pictures¬,USA¬,James McTeigue¬,Crime¬,The Raven¬,R¬,110¬,Hannah Shakespeare¬,2012¬,,,
Why Not Productions¬,France¬,Jacques Audiard¬,Drama¬,Rust and Bone¬,R¬,120¬,Jacques Audiard¬,2012¬,,,
Summit Entertainment¬,USA¬,Asger Leth¬,Action¬,Man on a Ledge¬,PG-13¬,102¬,Pablo F. Fenjves¬,2012¬,,,
La Petite Reine¬,France¬,Franck Khalfoun¬,Horror¬,Maniac¬,NOT RATED¬,89¬,Alexandre Aja¬,2012¬,,,
Focus Features¬,USA¬,Lorene Scafaria¬,Adventure¬,Seeking a Friend for the End of the World¬,R¬,101¬,Lorene Scafaria¬,2012¬,,,
Double Feature Films¬,USA¬,Lisa Azuelos¬,Comedy¬,LOL¬,PG-13¬,97¬,Lisa Azuelos¬,2012¬,,,
Relativity Media¬,USA¬,Tarsem Singh¬,Adventure¬,Mirror Mirror¬,PG¬,106¬,Marc Klein¬,2012¬,,,
Zentropa Entertainments¬,Denmark¬,Nikolaj Arcel¬,Biography¬,A Royal Affair¬,R¬,137¬,Bodil Steensen-Leth¬,2012¬,,,
EuropaCorp¬,France¬,James Mather¬,Action¬,Lockout¬,PG-13¬,95¬,Stephen St. Leger¬,2012¬,,,
Focus Features¬,USA¬,Chris Butler¬,Animation¬,ParaNorman¬,PG¬,92¬,Chris Butler¬,2012¬,,,
Warner Bros.¬,USA¬,Robert Lorenz¬,Drama¬,Trouble with the Curve¬,PG-13¬,111¬,Randy Brown¬,2012¬,,,
RT Features¬,USA¬,Noah Baumbach¬,Comedy¬,Frances Ha¬,R¬,86¬,Noah Baumbach¬,2012¬,,,
Lakeshore Entertainment¬,USA¬,Julie Anne Robinson¬,Action¬,One for the Money¬,PG-13¬,91¬,Stacy Sherman¬,2012¬,,,
Plan B Entertainment¬,USA¬,Andrew Dominik¬,Crime¬,Killing Them Softly¬,R¬,97¬,Andrew Dominik¬,2012¬,,,
Blue Sky Studios¬,USA¬,Steve Martino¬,Animation¬,Ice Age: Continental Drift¬,PG¬,88¬,Michael Berg¬,2012¬,,,
Columbia Pictures¬,USA¬,Frank Coraci¬,Action¬,Here Comes the Boom¬,PG¬,105¬,Allan Loeb¬,2012¬,,,
Millennium Films¬,Spain¬,Rodrigo Cort�s¬,Drama¬,Red Lights¬,R¬,114¬,Rodrigo Cort�s¬,2012¬,,,
Dimension Films¬,USA¬,John Gulager¬,Comedy¬,Piranha 3DD¬,R¬,83¬,Patrick Melton¬,2012¬,,,
IM Global¬,USA¬,Boaz Yakin¬,Action¬,Safe¬,R¬,94¬,Boaz Yakin¬,2012¬,,,
Relativity Media¬,USA¬,Mike McCoy¬,Action¬,Act of Valor¬,R¬,110¬,Kurt Johnstad¬,2012¬,,,
Alliance¬,USA¬,Rob Zombie¬,Horror¬,The Lords of Salem¬,R¬,101¬,Rob Zombie¬,2012¬,,,
Magnet Releasing¬,USA¬,Kaare Andrews¬,Comedy¬,The ABCs of Death¬,NOT RATED¬,129¬,Ant Timpson¬,2012¬,,,
Twentieth Century Fox Film Corporation¬,USA¬,Bobby Farrelly¬,Comedy¬,The Three Stooges¬,PG¬,92¬,Mike Cerrone¬,2012¬,,,
Millennium Films¬,USA¬,Simon West¬,Action¬,Stolen¬,R¬,96¬,David Guggenheim¬,2012¬,,,
SBS Productions¬,France¬,Brian De Palma¬,Mystery¬,"Pasi�n, un asesinato perfecto¬",R¬,102¬,Brian De Palma¬,2012¬,,,
Universal Pictures¬,USA¬,Baltasar Korm�kur¬,Action¬,Contraband¬,R¬,109¬,Aaron Guzikowski¬,2012¬,,,
Millennium Films¬,USA¬,Lee Daniels¬,Drama¬,The Paperboy¬,R¬,107¬,Peter Dexter¬,2012¬,,,
A Hot Dog¬,USA¬,David Wain¬,Comedy¬,Wanderlust¬,R¬,98¬,David Wain¬,2012¬,,,
Les Films du Losange¬,Austria¬,Michael Haneke¬,Drama¬,Amour¬,PG-13¬,127¬,Michael Haneke¬,2012¬,,,
Ghost House Pictures¬,USA¬,Ole Bornedal¬,Horror¬,The Possession¬,PG-13¬,92¬,Juliet Snowden¬,2012¬,,,
DreamWorks Animation¬,USA¬,Eric Darnell¬,Animation¬,Madagascar 3: Europe's Most Wanted¬,PG¬,100¬,Eric Darnell¬,2012¬,,,
Walt Disney Pictures¬,USA¬,Tim Burton¬,Animation¬,Frankenweenie¬,PG¬,87¬,Leonard Ripps¬,2012¬,,,
Twentieth Century Fox Film Corporation¬,USA¬,Akiva Schaffer¬,Action¬,The Watch¬,R¬,102¬,Jared Stern¬,2012¬,,,
Brothers K Productions¬,USA¬,Terrence Malick¬,Drama¬,To the Wonder¬,R¬,112¬,Terrence Malick¬,2012¬,,,
Medusa Film¬,USA¬,Woody Allen¬,Comedy¬,To Rome with Love¬,R¬,112¬,Woody Allen¬,2012¬,,,
Screen Gems¬,USA¬,Tim Story¬,Comedy¬,Think Like a Man¬,PG-13¬,100¬,Keith Merryman¬,2012¬,,,
Warner Bros.¬,USA¬,Jay Roach¬,Comedy¬,The Campaign¬,R¬,85¬,Chris Henchy¬,2012¬,,,
Demarest Films¬,UK¬,Neil Jordan¬,Drama¬,Byzantium¬,R¬,118¬,Moira Buffini¬,2012¬,,,
DreamWorks¬,USA¬,Alex Kurtzman¬,Comedy¬,People Like Us¬,PG-13¬,100¬,Alex Kurtzman¬,2012¬,,,
FilmDistrict¬,USA¬,Colin Trevorrow¬,Comedy¬,Safety Not Guaranteed¬,R¬,100¬,Derek Connolly¬,2012¬,,,
Enderby Entertainment¬,USA¬,Stephen Elliott¬,Drama¬,About Cherry¬,R¬,98¬,Stephen Elliott¬,2012¬,,,
LD Entertainment¬,USA¬,Marcus Dunstan¬,Horror¬,The Collection¬,R¬,82¬,Patrick Melton¬,2012¬,,,
Offspring Entertainment¬,USA¬,Scott Speer¬,Drama¬,Step Up Revolution¬,PG-13¬,99¬,Amanda Brody¬,2012¬,,,
LD Entertainment¬,USA¬,Henry Alex Rubin¬,Drama¬,Disconnect¬,R¬,115¬,Andrew Stern¬,2012¬,,,
Monsterfoot Productions¬,USA¬,Peter Hedges¬,Comedy¬,The Odd Life of Timothy Green¬,PG¬,105¬,Peter Hedges¬,2012¬,,,
Bad Cop Bad Cop Film Productions¬,USA¬,Craig Zobel¬,Biography¬,Compliance¬,R¬,90¬,Craig Zobel¬,2012¬,,,
Recorded Picture Company (RPC)¬,UK¬,Joachim R�nning¬,Adventure¬,Kon-Tiki¬,PG-13¬,118¬,Petter Skavlan¬,2012¬,,,
Lionsgate¬,USA¬,Nicholas Jarecki¬,Drama¬,Arbitrage¬,R¬,107¬,Nicholas Jarecki¬,2012¬,,,
Fox Searchlight Pictures¬,USA¬,Sacha Gervasi¬,Biography¬,Hitchcock¬,PG-13¬,98¬,John J. McLaughlin¬,2012¬,,,
Summit Entertainment¬,USA¬,Heitor Dhalia¬,Drama¬,Gone¬,PG-13¬,100¬,Allison Burnett¬,2012¬,,,
Upside Down Films¬,Canada¬,Juan Solanas¬,Drama¬,Upside Down¬,PG-13¬,109¬,Juan Solanas¬,2012¬,,,
Columbia Pictures¬,USA¬,David Koepp¬,Action¬,Premium Rush¬,PG-13¬,91¬,David Koepp¬,2012¬,,,
Class 5 Films¬,USA¬,Stuart Blumberg¬,Comedy¬,Thanks for Sharing¬,R¬,112¬,Stuart Blumberg¬,2012¬,,,
IM Global¬,USA¬,Walter Hill¬,Action¬,Bullet to the Head¬,R¬,92¬,Alessandro Camon¬,2012¬,,,
BCDF Pictures¬,USA¬,Josh Radnor¬,Comedy¬,Liberal Arts¬,PG-13¬,97¬,Josh Radnor¬,2012¬,,,
Menuet Producties¬,Belgium¬,Felix van Groeningen¬,Drama¬,El c�rculo roto¬,NOT RATED¬,111¬,Johan Heldenbergh¬,2012¬,,,
Magnolia Pictures¬,France¬,Stefan Ruzowitzky¬,Crime¬,Deadfall¬,R¬,95¬,Zach Dean¬,2012¬,,,
Maven Pictures¬,USA¬,Shari Springer Berman¬,Comedy¬,Girl Most Likely¬,PG-13¬,103¬,Michelle Morgan¬,2012¬,,,
Envision Media Arts¬,USA¬,Lee Toland Krieger¬,Comedy¬,Celeste & Jesse Forever¬,R¬,100¬,Rashida Jones¬,2012¬,,,
Block ¬, Hanson¬,USA¬,Rob Cohen¬,25888412.0¬,Alex Cross¬,191012¬,29622¬,Marc Moss¬,2012¬,,
Fox Searchlight Pictures¬,USA¬,Ben Lewin¬,Biography¬,The Sessions¬,R¬,95¬,Ben Lewin¬,2012¬,,,
Alcon Entertainment¬,USA¬,Bradley Parker¬,Horror¬,Chernobyl Diaries¬,R¬,86¬,Oren Peli¬,2012¬,,,
Cinereach¬,USA¬,Benh Zeitlin¬,Adventure¬,Beasts of the Southern Wild¬,PG-13¬,93¬,Lucy Alibar¬,2012¬,,,
Fox 2000 Pictures¬,USA¬,David Bowers¬,Comedy¬,Diary of a Wimpy Kid: Dog Days¬,PG¬,94¬,Maya Forbes¬,2012¬,,,
H2O Motion Pictures¬,Canada¬,David Weaver¬,Crime¬,The Samaritan¬,R¬,90¬,Elan Mastai¬,2012¬,,,
Voltage Pictures¬,USA¬,Robert Redford¬,Drama¬,The Company You Keep¬,R¬,125¬,Lem Dobbs¬,2012¬,,,
BBC Films¬,UK¬,Mike Newell¬,Drama¬,Great Expectations¬,PG-13¬,128¬,David Nicholls¬,2012¬,,,
Alfama Films¬,Canada¬,David Cronenberg¬,Drama¬,Cosm�polis¬,R¬,109¬,David Cronenberg¬,2012¬,,,
Exclusive Media Group¬,USA¬,David Palmer¬,Action¬,Hit and Run¬,R¬,100¬,Dax Shepard¬,2012¬,,,
Twentieth Century Fox Film Corporation¬,USA¬,Anthony Hemingway¬,Action¬,Red Tails¬,PG-13¬,100¬,John Ridley¬,2012¬,,,
Medusa Film¬,Italy¬,Sergio Castellitto¬,Drama¬,Twice Born¬,R¬,127¬,Margaret Mazzantini¬,2012¬,,,
Lionsgate¬,USA¬,Fisher Stevens¬,Comedy¬,Stand Up Guys¬,R¬,100¬,Noah Haidle¬,2012¬,,,
Eclectic Pictures¬,USA¬,Gabriele Muccino¬,Comedy¬,Playing for Keeps¬,PG-13¬,105¬,Robbie Fox¬,2012¬,,,
M3 Alliance¬,USA¬,Don Coscarelli¬,Comedy¬,John Dies at the End¬,R¬,99¬,Don Coscarelli¬,2012¬,,,
Fox 2000 Pictures¬,USA¬,Michael Apted¬,Biography¬,Chasing Mavericks¬,PG¬,100¬,Kario Salem¬,2012¬,,,
Cre Film¬,USA¬,Sean Baker¬,Drama¬,Starlet¬,NOT RATED¬,103¬,Sean Baker¬,2012¬,,,
Dog Run Pictures¬,USA¬,Jake Schreier¬,Comedy¬,Robot & Frank¬,PG-13¬,89¬,Christopher Ford¬,2012¬,,,
Universal Pictures¬,USA¬,Ken Kwapis¬,Biography¬,Big Miracle¬,PG¬,107¬,Jack Amiel¬,2012¬,,,
Bellwether Pictures¬,USA¬,Joss Whedon¬,Comedy¬,Much Ado About Nothing¬,PG-13¬,109¬,Joss Whedon¬,2012¬,,,
Focus Features¬,USA¬,Gus Van Sant¬,Drama¬,Promised Land¬,R¬,100¬,John Krasinski¬,2012¬,,,
Milk & Media¬,USA¬,Ry�hei Kitamura¬,Horror¬,No One Lives¬,R¬,86¬,David Cohen¬,2012¬,,,
Paramount Pictures¬,USA¬,Josh Schwartz¬,Adventure¬,Fun Size¬,PG-13¬,86¬,Max Werner¬,2012¬,,,
Mandarin Films¬,France¬,Fran�ois Ozon¬,Comedy¬,En la casa¬,R¬,105¬,Juan Mayorga¬,2012¬,,,
Paramount Pictures¬,USA¬,Henry Joost¬,Horror¬,Paranormal Activity 4¬,R¬,88¬,Christopher Landon¬,2012¬,,,
Columbia Pictures¬,UK¬,Peter Lord¬,Animation¬,The Pirates! Band of Misfits¬,PG¬,88¬,Gideon Defoe¬,2012¬,,,
Columbia Pictures¬,USA¬,David Frankel¬,Comedy¬,Hope Springs¬,PG-13¬,100¬,Vanessa Taylor¬,2012¬,,,
Prototype¬,USA¬,William Brent Bell¬,Horror¬,The Devil Inside¬,R¬,83¬,William Brent Bell¬,2012¬,,,
Automatik Entertainment¬,USA¬,Barry Levinson¬,Horror¬,The Bay¬,R¬,84¬,Michael Wallach¬,2012¬,,,
Red Crown Productions¬,USA¬,Scott McGehee¬,Drama¬,What Maisie Knew¬,R¬,93¬,Nancy Doyne¬,2012¬,,,
Twentieth Century Fox Film Corporation¬,USA¬,Andy Fickman¬,Comedy¬,Parental Guidance¬,PG¬,105¬,Lisa Addario¬,2012¬,,,
AdScott Pictures¬,USA¬,Jamie Travis¬,Comedy¬,"For a Good Time, Call...¬",R¬,88¬,Lauren Miller¬,2012¬,,,
Redwave Films¬,UK¬,Declan Donnellan¬,Drama¬,Bel Ami¬,R¬,102¬,Guy de Maupassant¬,2012¬,,,
Headline Pictures¬,UK¬,Dustin Hoffman¬,Comedy¬,Quartet¬,PG-13¬,94¬,Ronald Harwood¬,2012¬,,,
Paramount Pictures¬,USA¬,Anne Fletcher¬,Comedy¬,The Guilt Trip¬,PG-13¬,95¬,Dan Fogelman¬,2012¬,,,
Foresight Unlimited¬,USA¬,John Hyams¬,Action¬,Universal Soldier: Day of Reckoning¬,R¬,114¬,John Hyams¬,2012¬,,,
DreamWorks¬,USA¬,Brian Robbins¬,Comedy¬,A Thousand Words¬,PG-13¬,91¬,Steve Koren¬,2012¬,,,
Magnolia Pictures¬,USA¬,Rob Reiner¬,Comedy¬,The Magic of Belle Isle¬,PG¬,109¬,Guy Thomas¬,2012¬,,,
NALA Films¬,USA¬,Matt Piedmont¬,Comedy¬,Casa de mi Padre¬,R¬,100¬,Andrew Steele¬,2012¬,,,
Alcon Entertainment¬,USA¬,Todd Graff¬,Comedy¬,Joyful Noise¬,PG-13¬,100¬,Todd Graff¬,2012¬,,,
Lucky Monkey Pictures¬,USA¬,Amy Heckerling¬,Comedy¬,Vamps¬,PG-13¬,92¬,Amy Heckerling¬,2012¬,,,
Zentropa Productions¬,Denmark¬,Susanne Bier¬,Comedy¬,Todo lo que necesitas es amor¬,R¬,116¬,Anders Thomas Jensen¬,2012¬,,,
Vertigo Films¬,UK¬,Nick Love¬,Action¬,The Sweeney¬,R¬,112¬,Nick Love¬,2012¬,,,
Super Crispy Entertainment¬,USA¬,James Ponsoldt¬,Drama¬,Smashed¬,R¬,81¬,Susan Burke¬,2012¬,,,
Warner Bros.¬,USA¬,Todd Lincoln¬,Horror¬,The Apparition¬,PG-13¬,83¬,Todd Lincoln¬,2012¬,,,
Emmett¬,Furla¬,Oasis Films (EFO Films)¬,USA¬,Comedy¬,20998.0¬,R¬,Rebecca Hall¬,9388¬,D.V. DeVincentis¬,2012¬,
Fid�lit� Films¬,France¬,Gilles Bourdos¬,Biography¬,Renoir¬,R¬,111¬,Jacques Renoir¬,2012¬,,,
StudioCanal¬,UK¬,Ben Wheatley¬,Adventure¬,Sightseers¬,NOT RATED¬,88¬,Alice Lowe¬,2012¬,,,
Entertainment One¬,UK¬,Ken Loach¬,Comedy¬,The Angels' Share¬,Not specified¬,101¬,Paul Laverty¬,2012¬,,,
Boundscript¬,India¬,Sujoy Ghosh¬,Drama¬,Kahaani¬,NOT RATED¬,122¬,Sujoy Ghosh¬,2012¬,,,
Paragraph Pictures¬,Canada¬,Joan Carr-Wiggin¬,Comedy¬,If I Were You¬,R¬,115¬,Joan Carr-Wiggin¬,2012¬,,,
Rohfilm¬,Germany¬,Cate Shortland¬,Drama¬,Lore¬,NOT RATED¬,109¬,Cate Shortland¬,2012¬,,,
BBC Films¬,UK¬,James Marsh¬,Drama¬,Shadow Dancer¬,R¬,101¬,Tom Bradby¬,2012¬,,,
Zentropa International Norway¬,Norway¬,Petter N�ss¬,Action¬,Into the White¬,R¬,104¬,Ole Meldgaard¬,2012¬,,,
"Tyler Perry Company, The¬",USA¬,Tyler Perry¬,Comedy¬,Madea's Witness Protection¬,PG-13¬,100¬,Tyler Perry¬,2012¬,,,
Adventure Pictures¬,UK¬,Sally Potter¬,Drama¬,Ginger & Rosa¬,PG-13¬,90¬,Sally Potter¬,2012¬,,,
Cine Mosaic¬,USA¬,Mira Nair¬,Drama¬,The Reluctant Fundamentalist¬,R¬,130¬,Javed Akhtar¬,2012¬,,,
Razor Film Produktion GmbH¬,Saudi Arabia¬,Haifaa Al-Mansour¬,Comedy¬,La bicicleta verde¬,PG¬,98¬,Haifaa Al-Mansour¬,2012¬,,,
Filmax¬,Spain¬,Paco Plaza¬,Horror¬,[REC] 3: Genesis¬,R¬,80¬,Luiso Berdejo¬,2012¬,,,
Black Bear Pictures¬,USA¬,Ramin Bahrani¬,Drama¬,At Any Price¬,R¬,105¬,Ramin Bahrani¬,2012¬,,,
Aamir Khan Productions¬,India¬,Reema Kagti¬,Crime¬,Talaash¬,NOT RATED¬,140¬,Farhan Akhtar¬,2012¬,,,
Enrique Cerezo Producciones Cinematogr�ficas S.A.¬,Italy¬,Dario Argento¬,Horror¬,Dracula 3D¬,NOT RATED¬,110¬,Dario Argento¬,2012¬,,,
Focus Features¬,USA¬,Paul Weitz¬,Drama¬,Being Flynn¬,R¬,100¬,Paul Weitz¬,2012¬,,,
Gold Circle Films¬,USA¬,David Brooks¬,Horror¬,ATM¬,R¬,90¬,Chris Sparling¬,2012¬,,,
Participant Media¬,Chile¬,Pablo Larra�n¬,Drama¬,No¬,R¬,118¬,Pedro Peirano¬,2012¬,,,
Chase Films¬,USA¬,David Chase¬,Drama¬,Not Fade Away¬,R¬,100¬,David Chase¬,2012¬,,,
Gilbert Films¬,USA¬,Michael Mohan¬,Comedy¬,Save the Date¬,R¬,97¬,Jeffrey Brown¬,2012¬,,,
Curbside Films¬,India¬,Gauri Shinde¬,Comedy¬,English Vinglish¬,NOT RATED¬,134¬,Gauri Shinde¬,2012¬,,,
2929 Productions¬,USA¬,Tim Heidecker¬,Comedy¬,Tim and Eric's Billion Dollar Movie¬,R¬,93¬,Tim Heidecker¬,2012¬,,,
Sobras International Pictures¬,USA¬,Nicol�s L�pez¬,Action¬,Aftershock¬,R¬,89¬,Nicol�s L�pez¬,2012¬,,,
GMT Productions¬,France¬,Beno�t Jacquot¬,Drama¬,"Farewell, My Queen¬",R¬,100¬,Beno�t Jacquot¬,2012¬,,,
Permut Presentations¬,USA¬,Brian Dannelly¬,Comedy¬,Struck by Lightning¬,NOT RATED¬,90¬,Chris Colfer¬,2012¬,,,
Nordisk Film¬,Denmark¬,Tobias Lindholm¬,Drama¬,A Hijacking¬,R¬,103¬,Tobias Lindholm¬,2012¬,,,
Daybreak Pictures¬,UK¬,Roger Michell¬,Biography¬,Hyde Park on Hudson¬,R¬,94¬,Richard Nelson¬,2012¬,,,
Cocktail Film¬,UK¬,Homi Adajania¬,Comedy¬,Cocktail¬,NOT RATED¬,146¬,Imtiaz Ali¬,2012¬,,,
Opening Night Productions¬,USA¬,Yaron Zilberman¬,Drama¬,A Late Quartet¬,R¬,105¬,Seth Grossman¬,2012¬,,,
Red Granite Pictures¬,USA¬,Martin Scorsese¬,Biography¬,The Wolf of Wall Street¬,R¬,180¬,Terence Winter¬,2013¬,,,
New Line Cinema¬,USA¬,James Wan¬,Horror¬,The Conjuring¬,R¬,112¬,Chad Hayes¬,2013¬,,,
Alcon Entertainment¬,USA¬,Denis Villeneuve¬,Crime¬,Prisoners¬,R¬,153¬,Aaron Guzikowski¬,2013¬,,,
Walt Disney Animation Studios¬,USA¬,Chris Buck¬,Animation¬,Frozen¬,PG¬,102¬,Jennifer Lee¬,2013¬,,,
Summit Entertainment¬,USA¬,Louis Leterrier¬,Crime¬,Now You See Me¬,PG-13¬,115¬,Ed Solomon¬,2013¬,,,
Universal Pictures¬,Canada¬,Andy Muschietti¬,Horror¬,Mam�¬,PG-13¬,100¬,Andy Muschietti¬,2013¬,,,
Annapurna Pictures¬,USA¬,Spike Jonze¬,Drama¬,Her¬,R¬,126¬,Spike Jonze¬,2013¬,,,
Warner Bros.¬,USA¬,Zack Snyder¬,Action¬,Man of Steel¬,PG-13¬,143¬,David S. Goyer¬,2013¬,,,
New Line Cinema¬,USA¬,Rawson Marshall Thurber¬,Comedy¬,We're the Millers¬,R¬,110¬,Bob Fisher¬,2013¬,,,
Warner Bros.¬,Australia¬,Baz Luhrmann¬,Drama¬,El gran Gatsby¬,PG-13¬,143¬,Baz Luhrmann¬,2013¬,,,
Quat'sous Films¬,France¬,Abdellatif Kechiche¬,Drama¬,Blue Is the Warmest Color¬,NC-17¬,180¬,Abdellatif Kechiche¬,2013¬,,,
Zentropa Entertainments¬,Denmark¬,Lars von Trier¬,Drama¬,Ninfoman�a: primera parte¬,NOT RATED¬,117¬,Lars von Trier¬,2013¬,,,
Warner Bros.¬,USA¬,Guillermo del Toro¬,Action¬,Pacific Rim¬,PG-13¬,131¬,Travis Beacham¬,2013¬,,,
Path� International¬,Canada¬,Denis Villeneuve¬,Mystery¬,Enemigos id�nticos¬,R¬,91¬,Jos� Saramago¬,2013¬,,,
Color Force¬,USA¬,Francis Lawrence¬,Action¬,The Hunger Games: Catching Fire¬,PG-13¬,146¬,Simon Beaufoy¬,2013¬,,,
Columbia Pictures¬,USA¬,David O. Russell¬,Crime¬,American Hustle¬,R¬,138¬,Eric Warren Singer¬,2013¬,,,
Warner Bros.¬,UK¬,Alfonso Cuar�n¬,Drama¬,Gravity¬,PG-13¬,91¬,Alfonso Cuar�n¬,2013¬,,,
Regency Enterprises¬,USA¬,Steve McQueen¬,Biography¬,12 Years a Slave¬,R¬,134¬,John Ridley¬,2013¬,,,
Paramount Pictures¬,USA¬,J.J. Abrams¬,Action¬,Star Trek Into Darkness¬,PG-13¬,132¬,Roberto Orci¬,2013¬,,,
Marvel Studios¬,China¬,Shane Black¬,Action¬,Iron Man 3¬,PG-13¬,130¬,Drew Pearce¬,2013¬,,,
